,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
2,48,375,0320,88101,2,35.201592,-101.909275,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,341,93.0,Y,341,366,0,0,,,Certified,5.40176,3.461715,27.6,2020-09-20 00:00,22.0,2020-09-19 00:00,21.5,2020-10-08 00:00,18.7,2020-09-18 00:00,,,,,18.7,14.9,12.0,9.0,6.7,4.7,2.0,Amarillo A&M,6500 Amarillo Blvd West,Texas,Potter,Amarillo,11100,"Amarillo, TX",2021-10-31
9,48,453,0014,88101,1,30.354944,-97.761803,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,76,21.0,N,76,366,0,0,,,Certified,5.896053,2.545607,12.7,2020-12-05 00:00,12.1,2020-11-27 00:00,11.0,2020-12-15 00:00,10.6,2020-11-13 00:00,,,,,12.7,12.1,10.6,9.5,7.8,5.8,2.7,Austin North Hills Drive,3824 North Hills Drive,Texas,Travis,Austin,12420,"Austin-Round Rock, TX",2021-10-31
16,48,453,0021,88101,3,30.263204,-97.712891,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,356,97.0,Y,356,366,0,0,,,Certified,9.570787,5.35105,60.3,2020-06-27 00:00,32.3,2020-07-02 00:00,30.7,2020-06-26 00:00,24.2,2020-06-30 00:00,,,,,24.2,23.0,18.3,15.7,11.6,8.4,4.6,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,12420,"Austin-Round Rock, TX",2021-10-31
22,48,453,0021,88101,2,30.263204,-97.712891,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,24,77.0,N,24,31,0,41,,,Certified,8.5875,5.581593,29.4,2020-07-02 00:00,17.6,2020-10-06 00:00,13.8,2020-04-09 00:00,13.6,2020-04-21 00:00,,,,,29.4,29.4,17.6,13.8,9.3,7.4,4.7,Austin Webberville Rd,2600B Webberville Rd,Texas,Travis,Austin,12420,"Austin-Round Rock, TX",2021-10-31
29,48,453,1068,88101,2,30.35386,-97.69166,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,347,95.0,Y,347,366,0,0,,,Certified,9.398847,5.328661,60.0,2020-06-27 00:00,32.0,2020-06-26 00:00,25.0,2020-07-07 00:00,24.7,2020-06-30 00:00,,,,,24.7,22.5,18.3,15.2,11.6,8.3,4.5,Austin North Interstate 35,8912 N IH 35 SVRD SB,Texas,Travis,Austin,12420,"Austin-Round Rock, TX",2021-10-31
36,48,201,0058,88101,2,29.770698,-95.031232,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,352,96.0,Y,352,366,0,0,,,Certified,10.010227,5.077379,50.2,2020-06-26 00:00,34.2,2020-07-02 00:00,27.8,2020-06-27 00:00,26.0,2020-07-01 00:00,,,,,26.0,22.6,18.9,15.6,12.2,9.0,5.1,Baytown,7210 1/2 Bayway Drive,Texas,Harris,Baytown,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
43,48,061,0006,88101,2,25.892518,-97.49383,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,354,97.0,Y,354,366,0,0,,,Certified,10.05565,8.11565,82.4,2020-06-26 00:00,57.1,2020-06-27 00:00,53.3,2020-04-23 00:00,41.9,2020-04-19 00:00,,,,,41.9,34.0,23.6,17.2,12.1,8.0,4.1,Brownsville,344 Porter Drive,Texas,Cameron,Brownsville,15180,"Brownsville-Harlingen, TX",2021-10-31
50,48,041,1086,88101,1,30.628333,-96.362777,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,303,83.0,N,303,366,0,0,,,Certified,8.09934,4.549922,34.8,2020-06-26 00:00,32.3,2020-07-02 00:00,31.8,2020-06-27 00:00,22.0,2020-06-30 00:00,,,,,22.0,21.0,16.0,12.5,10.0,7.2,3.7,Bryan Finfeather Road,3670 Finfeather Road,Texas,Brazos,College Station,17780,"College Station-Bryan, TX",2021-10-31
57,48,355,0032,88101,4,27.804489,-97.431553,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,340,93.0,Y,340,366,0,0,,,Certified,9.357647,6.861945,70.5,2020-06-26 00:00,67.3,2020-06-27 00:00,29.1,2020-04-20 00:00,28.5,2020-07-01 00:00,,,,,28.5,27.3,20.7,16.3,10.7,7.7,4.4,Corpus Christi Huisache,3810 Huisache Street,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2021-10-31
64,48,355,0032,88101,3,27.804489,-97.431553,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,356,97.0,Y,356,366,0,0,,,Certified,8.08427,6.643627,64.3,2020-06-26 00:00,63.1,2020-06-27 00:00,29.6,2020-07-02 00:00,27.4,2020-04-20 00:00,,,,,27.4,26.5,18.7,15.0,9.5,6.2,3.1,Corpus Christi Huisache,3810 Huisache Street,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2021-10-31
70,48,355,0034,88101,5,27.811817,-97.465703,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,53,87.0,N,53,61,0,13,,,Certified,9.564151,8.364786,55.5,2020-06-26 00:00,28.8,2020-07-02 00:00,24.4,2020-07-08 00:00,21.5,2020-07-14 00:00,,,,,55.5,28.8,24.4,16.3,10.7,7.6,3.9,Dona Park,5707 Up River Rd,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2021-10-31
77,48,273,0314,88101,1,27.426981,-97.298692,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,330,90.0,Y,330,366,0,0,,,Certified,10.509394,8.710585,87.7,2020-06-26 00:00,70.6,2020-06-27 00:00,43.1,2020-09-01 00:00,39.4,2020-04-19 00:00,,,,,39.4,33.0,25.8,19.1,13.0,8.3,3.8,National Seashore,20420 Park Road,Texas,Kleberg,Corpus Christi,28780,"Kingsville, TX",2021-10-31
84,48,113,0050,88101,5,32.774262,-96.797686,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,110,90.0,N,110,122,0,12,,,Certified,8.786364,4.20586,30.7,2020-06-26 00:00,22.4,2020-07-05 00:00,18.9,2020-07-02 00:00,18.0,2020-07-14 00:00,,,,,22.4,18.9,16.6,14.0,10.3,7.9,5.3,Convention Center,717 South Akard,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
90,48,113,0069,88101,4,32.820061,-96.860117,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,346,95.0,Y,346,366,0,0,,,Certified,8.121387,5.074843,49.2,2020-06-27 00:00,30.9,2020-06-26 00:00,28.4,2020-07-16 00:00,23.8,2020-07-03 00:00,,,,,23.8,20.8,17.4,14.1,10.1,7.1,3.3,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
96,48,113,0069,88101,2,32.820061,-96.860117,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,24,77.0,N,24,31,0,37,,,Certified,8.325,4.137869,19.4,2020-07-02 00:00,18.3,2020-07-14 00:00,12.4,2020-10-06 00:00,12.2,2020-12-05 00:00,,,,,19.4,19.4,18.3,12.4,10.8,8.0,4.4,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
106,48,113,0069,88101,1,32.820061,-96.860117,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,111,91.0,Y,111,122,0,12,,,Certified,8.472973,4.516836,31.5,2020-06-26 00:00,22.5,2020-07-05 00:00,19.9,2020-07-02 00:00,18.7,2020-07-17 00:00,,,,,22.5,19.9,17.6,13.9,10.3,7.6,4.4,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
109,48,201,1039,88101,8,29.670025,-95.128508,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,118,97.0,Y,118,122,0,4,,,Certified,9.166102,5.862618,44.5,2020-06-26 00:00,34.1,2020-01-01 00:00,33.2,2020-07-02 00:00,24.2,2020-07-08 00:00,,,,,34.1,33.2,18.1,13.0,10.0,8.1,4.8,Houston Deer Park #2,4514 1/2 Durant St,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
115,48,201,1039,88101,4,29.670025,-95.128508,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,325,89.0,Y,325,366,0,0,,,Certified,8.804308,5.243012,47.7,2020-06-26 00:00,35.4,2020-07-02 00:00,35.3,2020-01-01 00:00,27.3,2020-07-01 00:00,,,,,27.3,24.9,17.2,14.2,10.6,7.6,4.0,Houston Deer Park #2,4514 1/2 Durant St,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
122,48,121,0034,88101,1,33.219069,-97.196284,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,360,98.0,Y,360,366,0,0,,,Certified,7.360278,4.650816,52.0,2020-06-27 00:00,24.1,2020-07-16 00:00,23.5,2020-07-03 00:00,22.4,2020-06-28 00:00,,,,,22.4,20.1,15.9,11.7,9.0,6.5,3.1,Denton Airport South,Denton Airport South,Texas,Denton,Denton,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
129,48,323,0004,88101,1,28.704607,-100.451156,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,347,95.0,Y,347,366,0,0,,,Certified,7.889337,6.101433,73.5,2020-06-27 00:00,29.5,2020-07-02 00:00,27.9,2020-06-28 00:00,26.1,2020-04-21 00:00,,,,,26.1,23.5,19.0,14.5,9.6,6.4,3.1,Eagle Pass,265 Foster Maldonado,Texas,Maverick,Eagle Pass,20580,"Eagle Pass, TX",2021-10-31
136,48,215,1046,88101,1,26.288622,-98.152066,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,108,89.0,Y,108,122,0,17,,,Certified,10.752778,8.32625,57.6,2020-06-26 00:00,45.5,2020-04-24 00:00,32.8,2020-04-21 00:00,31.6,2020-04-18 00:00,,,,,45.5,32.8,27.9,20.1,12.6,7.9,5.1,Edinburg East Freddy Gonzalez Drive,1491 East Freddy Gonzalez Drive,Texas,Hidalgo,Edinburg,32580,"McAllen-Edinburg-Mission, TX",2021-10-31
142,48,141,0037,88101,1,31.768286,-106.501243,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,59,97.0,Y,59,61,0,2,,,Certified,8.027119,3.414767,20.9,2020-10-06 00:00,15.3,2020-10-12 00:00,15.0,2020-08-19 00:00,14.9,2020-09-30 00:00,,,,,20.9,15.3,15.0,12.3,10.0,7.5,4.0,El Paso UTEP,250 Rim Rd,Texas,El Paso,El Paso,21340,"El Paso, TX",2021-10-31
148,48,141,0044,88101,6,31.765685,-106.455227,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,341,93.0,Y,341,366,0,0,,,Certified,9.108798,4.97883,31.9,2020-12-09 00:00,26.4,2020-10-13 00:00,25.3,2020-10-08 00:00,24.2,2020-09-21 00:00,,,,,24.2,22.7,19.4,16.0,11.2,7.8,3.9,El Paso Chamizal,800 S San Marcial Street,Texas,El Paso,El Paso,21340,"El Paso, TX",2021-10-31
158,48,141,0044,88101,1,31.765685,-106.455227,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,116,94.0,Y,115,122,0,8,,,Certified,9.122414,5.195284,26.1,2020-09-21 00:00,25.2,2020-10-06 00:00,23.3,2020-10-21 00:00,20.8,2020-08-28 00:00,,,,,25.2,23.3,20.2,17.6,11.5,7.8,3.6,El Paso Chamizal,800 S San Marcial Street,Texas,El Paso,El Paso,21340,"El Paso, TX",2021-10-31
161,48,439,1002,88101,3,32.80581,-97.356529,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,341,93.0,Y,341,366,0,0,,,Certified,9.720528,4.760801,50.0,2020-06-27 00:00,29.0,2020-07-04 00:00,27.2,2020-07-03 00:00,26.5,2020-07-05 00:00,,,,,26.5,22.8,17.5,14.3,11.6,8.9,5.3,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
168,48,439,1006,88101,2,32.759154,-97.342332,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,342,93.0,Y,342,366,0,0,,,Certified,8.797661,5.099646,53.2,2020-06-27 00:00,39.0,2020-07-04 00:00,26.8,2020-07-16 00:00,25.7,2020-07-03 00:00,,,,,25.7,22.5,17.0,13.6,10.7,7.7,4.3,Haws Athletic Center,600 1/2 Congress St,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
175,48,439,1053,88101,3,32.664753,-97.337917,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,354,97.0,Y,354,366,0,0,,,Certified,8.398023,4.493044,48.4,2020-06-27 00:00,25.0,2020-07-04 00:00,23.4,2020-07-16 00:00,23.0,2020-06-26 00:00,,,,,23.0,21.6,16.6,13.1,9.9,7.5,4.4,Fort Worth California Parkway North,1198 California Parkway North,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
182,48,439,1053,88101,2,32.664753,-97.337917,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,353,96.0,Y,353,366,0,0,,,Certified,8.426629,4.708494,50.2,2020-06-27 00:00,24.7,2020-07-04 00:00,24.7,2020-07-16 00:00,24.4,2020-06-26 00:00,,,,,24.4,22.6,16.6,13.2,10.0,7.5,4.1,Fort Worth California Parkway North,1198 California Parkway North,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
189,48,167,1034,88101,2,29.254474,-94.861289,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,323,88.0,Y,323,366,0,0,,,Certified,8.339628,5.591501,50.9,2020-06-26 00:00,33.4,2020-07-02 00:00,30.8,2020-07-01 00:00,30.7,2020-06-25 00:00,,,,,30.7,28.4,19.4,14.2,9.7,7.0,3.8,Galveston 99th Street,9511 Avenue V 1/2,Texas,Galveston,Galveston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
196,48,201,0024,88101,4,29.901036,-95.326137,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,359,98.0,Y,359,366,0,0,,,Certified,9.922841,7.155213,110.6,2020-01-01 00:00,39.3,2020-06-26 00:00,30.2,2020-07-02 00:00,25.7,2020-12-08 00:00,,,,,25.7,22.3,18.9,15.5,11.7,9.0,4.3,Houston Aldine,4510 1/2 Aldine Mail Rd,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
206,48,201,0024,88101,5,29.901036,-95.326137,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,60,95.0,Y,58,61,0,7,,,Certified,11.108333,6.820987,42.9,2020-06-26 00:00,33.1,2020-07-02 00:00,23.8,2020-10-06 00:00,22.5,2020-07-08 00:00,,,,,42.9,33.1,23.8,21.0,12.9,9.8,5.6,Houston Aldine,4510 1/2 Aldine Mail Rd,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
209,48,201,1034,88101,1,29.767997,-95.220582,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,349,95.0,Y,349,366,0,0,,,Certified,10.093983,5.121584,56.9,2020-01-01 00:00,43.4,2020-06-26 00:00,30.6,2020-07-02 00:00,24.3,2020-07-01 00:00,,,,,24.3,22.5,17.6,15.6,12.1,9.2,5.3,Houston East,1262 1/2 Mae Drive,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
219,48,201,1035,88101,2,29.733726,-95.257593,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,60,93.0,Y,57,61,0,6,,,Certified,10.846667,6.43477,44.1,2020-06-26 00:00,33.4,2020-07-02 00:00,23.7,2020-07-14 00:00,17.4,2020-12-05 00:00,,,,,44.1,33.4,23.7,15.6,12.4,10.1,6.1,Clinton,9525 1/2 Clinton Dr,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
221,48,201,1035,88101,1,29.733726,-95.257593,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,336,92.0,Y,336,366,0,30,,,Certified,10.185714,5.090287,46.7,2020-06-26 00:00,42.4,2020-01-01 00:00,27.7,2020-07-08 00:00,26.9,2020-07-01 00:00,,,,,26.9,24.3,18.2,15.4,12.2,9.4,5.0,Clinton,9525 1/2 Clinton Dr,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
228,48,201,1052,88101,1,29.81453,-95.38769,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,118,97.0,Y,118,122,0,6,,,Certified,11.582203,6.730713,51.3,2020-01-01 00:00,44.2,2020-06-26 00:00,33.8,2020-07-02 00:00,23.7,2020-07-08 00:00,,,,,44.2,33.8,21.7,17.6,13.3,10.9,6.0,Houston North Loop,822 North Loop,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2021-10-31
234,48,479,0313,88101,1,27.599444,-99.533333,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,348,95.0,Y,348,366,0,0,,,Certified,10.210345,6.644471,72.7,2020-06-27 00:00,38.4,2020-06-26 00:00,36.2,2020-04-21 00:00,32.8,2020-07-02 00:00,,,,,32.8,27.7,21.7,18.4,12.3,8.3,4.8,World Trade Bridge,Mines Road 11601 FM 1472,Texas,Webb,Laredo,29700,"Laredo, TX",2021-10-31
241,48,303,1028,88101,1,33.58553,-101.78698,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,352,96.0,Y,352,366,0,0,,,Certified,5.446591,3.640676,26.3,2020-09-20 00:00,22.0,2020-07-03 00:00,20.5,2020-06-27 00:00,19.9,2020-06-28 00:00,,,,,19.9,14.6,13.3,9.6,6.8,4.7,2.0,Lubbock 12th Street,3901 East 12th Street,Texas,Lubbock,Lubbock,31180,"Lubbock, TX",2021-10-31
248,48,013,1090,88101,1,29.162997,-98.589158,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,214,58.0,N,214,366,0,0,,,Certified,8.720561,6.555115,64.9,2020-06-27 00:00,32.8,2020-07-02 00:00,30.4,2020-06-26 00:00,24.0,2020-06-30 00:00,,,,,30.4,22.8,20.7,16.6,10.1,6.9,3.7,Von Ormy Highway 16,17534 North State Highway 16,Texas,Atascosa,Lytle,41700,"San Antonio-New Braunfels, TX",2021-10-31
255,48,139,0016,88101,5,32.482083,-97.026899,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,59,97.0,Y,59,61,0,2,,,Certified,8.254237,4.872807,32.5,2020-06-26 00:00,18.9,2020-07-14 00:00,17.6,2020-07-08 00:00,16.2,2020-08-13 00:00,,,,,32.5,18.9,17.6,14.2,9.8,7.1,4.0,Midlothian OFW,2725 Old Fort Worth Road,Texas,Ellis,Midlothian,19100,"Dallas-Fort Worth-Arlington, TX",2021-10-31
261,48,215,0043,88101,2,26.22621,-98.291069,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,359,98.0,Y,359,366,0,0,,,Certified,9.974652,7.333637,64.0,2020-06-27 00:00,53.8,2020-06-26 00:00,40.4,2020-04-25 00:00,40.2,2020-04-22 00:00,,,,,40.2,28.8,24.6,18.9,11.9,7.7,4.2,Mission,2300 North Glasscock,Texas,Hidalgo,Mission,32580,"McAllen-Edinburg-Mission, TX",2021-10-31
268,48,135,1014,88101,1,31.870259,-102.334745,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,346,95.0,Y,346,366,0,0,,,Certified,7.27052,4.137282,33.1,2020-06-28 00:00,29.5,2020-06-27 00:00,28.5,2020-09-20 00:00,23.4,2020-07-03 00:00,,,,,23.4,19.9,14.6,12.2,8.7,6.4,3.6,Odessa Gonzales,2700 Disney,Texas,Ector,Odessa,36220,"Odessa, TX",2021-10-31
275,48,245,0021,88101,4,29.922894,-93.909018,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,348,95.0,Y,348,366,0,0,,,Certified,8.477874,4.770363,42.1,2020-06-26 00:00,31.0,2020-07-02 00:00,27.3,2020-01-01 00:00,26.3,2020-07-01 00:00,,,,,26.3,23.5,17.7,13.6,10.1,7.4,4.1,Port Arthur Memorial School,2200 Jefferson Drive,Texas,Jefferson,Port Arthur,13140,"Beaumont-Port Arthur, TX",2021-10-31
282,48,029,0032,88101,2,29.51509,-98.620166,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,362,99.0,Y,362,366,0,0,,,Certified,8.671823,5.687712,63.6,2020-06-27 00:00,33.5,2020-01-01 00:00,33.5,2020-07-02 00:00,28.3,2020-06-26 00:00,,,,,28.3,23.2,18.1,15.0,10.3,7.2,3.9,San Antonio Northwest,6655 Bluebird Lane,Texas,Bexar,San Antonio,41700,"San Antonio-New Braunfels, TX",2021-10-31
292,48,029,0032,88101,1,29.51509,-98.620166,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,31,100.0,Y,31,31,0,30,,,Certified,8.751613,5.725433,31.5,2020-07-02 00:00,17.6,2020-07-14 00:00,16.9,2020-08-31 00:00,14.1,2020-05-15 00:00,,,,,31.5,31.5,17.6,14.1,11.1,7.4,4.1,San Antonio Northwest,6655 Bluebird Lane,Texas,Bexar,San Antonio,41700,"San Antonio-New Braunfels, TX",2021-10-31
